,Age,kmDriven,Owner,AskPrice,FuelType_Diesel,FuelType_Hybrid/CNG,FuelType_Petrol,Cluster
278,8.0,151000.0,1.0,2800000.0,0.0,0.0,1.0,1
279,11.0,61000.0,1.0,851000.0,1.0,0.0,0.0,0
280,1.0,21209.0,0.0,1290000.0,0.0,0.0,1.0,0
281,4.0,87000.0,0.0,733000.0,0.0,0.0,1.0,0
282,8.0,130000.0,1.0,599000.0,0.0,0.0,1.0,0
283,9.0,125000.0,1.0,1075000.0,0.0,0.0,1.0,0
284,6.0,30000.0,0.0,355000.0,0.0,0.0,1.0,0
285,9.0,78561.0,0.0,898970.0,0.0,0.0,1.0,0
286,8.0,63000.0,1.0,600000.0,1.0,0.0,0.0,0
287,8.0,65000.0,0.0,410000.0,0.0,0.0,1.0,0
288,9.0,102000.0,1.0,450000.0,1.0,0.0,0.0,0
289,2.0,35000.0,0.0,745000.0,0.0,0.0,1.0,0
290,2.0,50000.0,0.0,1299000.0,0.0,0.0,1.0,0
291,11.0,60000.0,1.0,299000.0,0.0,0.0,1.0,0
292,10.0,72000.0,1.0,1599000.0,1.0,0.0,0.0,0
293,11.0,53000.0,1.0,1600000.0,0.0,0.0,1.0,0
294,6.0,74000.0,1.0,850000.0,0.0,0.0,1.0,0
295,1.0,29000.0,0.0,2295000.0,1.0,0.0,0.0,0
296,8.0,20800.0,1.0,1700000.0,1.0,0.0,0.0,0
297,7.0,95000.0,1.0,565000.0,0.0,0.0,1.0,0
298,3.0,13000.0,0.0,1700000.0,0.0,0.0,1.0,0
299,1.0,4000.0,0.0,2100000.0,0.0,0.0,1.0,0
300,3.0,57000.0,1.0,685000.0,0.0,0.0,1.0,0
301,2.0,25000.0,0.0,2725000.0,1.0,0.0,0.0,1
302,7.0,92000.0,0.0,1050000.0,0.0,0.0,1.0,0
303,3.0,12110.0,0.0,1295000.0,0.0,0.0,1.0,0
304,2.0,13162.0,0.0,975000.0,1.0,0.0,0.0,0
305,7.0,49000.0,0.0,599000.0,0.0,0.0,1.0,0
306,8.0,68000.0,1.0,265000.0,0.0,0.0,1.0,0
307,11.0,110000.0,1.0,1150000.0,0.0,0.0,1.0,0
308,7.0,52355.0,0.0,499555.0,0.0,0.0,1.0,0
309,11.0,40595.0,1.0,310000.0,0.0,0.0,1.0,0
310,3.0,41000.0,1.0,1450000.0,0.0,0.0,1.0,0
311,10.0,77500.0,1.0,1010000.0,1.0,0.0,0.0,0
312,6.0,55000.0,0.0,595000.0,1.0,0.0,0.0,0
313,11.0,80000.0,1.0,145000.0,0.0,0.0,1.0,0
314,0.0,7000.0,0.0,12700000.0,1.0,0.0,0.0,2
315,8.0,71000.0,1.0,1990000.0,0.0,0.0,1.0,0
316,17.0,65000.0,1.0,185000.0,1.0,0.0,0.0,0
317,5.0,69000.0,0.0,2699000.0,0.0,0.0,1.0,1
318,5.0,90000.0,0.0,900000.0,1.0,0.0,0.0,0
319,15.0,79742.0,1.0,165000.0,1.0,0.0,0.0,0
320,7.0,45000.0,1.0,1690000.0,0.0,0.0,1.0,0
321,2.0,8000.0,0.0,3375000.0,1.0,0.0,0.0,1
322,12.0,51000.0,1.0,260000.0,0.0,0.0,1.0,0
323,5.0,71000.0,0.0,2550000.0,1.0,0.0,0.0,1
324,8.0,25700.0,0.0,26400000.0,1.0,0.0,0.0,2
325,9.0,58000.0,0.0,2149999.0,1.0,0.0,0.0,0
326,0.0,2596.0,0.0,3899999.0,0.0,0.0,1.0,1
327,1.0,24500.0,0.0,1410000.0,1.0,0.0,0.0,0
328,3.0,125000.0,0.0,1075000.0,1.0,0.0,0.0,0
329,7.0,79000.0,1.0,600000.0,0.0,0.0,1.0,0
330,5.0,118000.0,1.0,1999000.0,0.0,0.0,1.0,0
331,7.0,75000.0,0.0,4000000.0,1.0,0.0,0.0,1
332,7.0,105000.0,1.0,620000.0,0.0,0.0,1.0,0
333,3.0,35000.0,0.0,851000.0,1.0,0.0,0.0,0
334,7.0,51000.0,0.0,3500000.0,0.0,0.0,1.0,1
335,2.0,30891.0,0.0,1875000.0,0.0,0.0,1.0,0
336,1.0,2500.0,0.0,1800000.0,0.0,0.0,1.0,0
337,5.0,32000.0,1.0,575000.0,1.0,0.0,0.0,0
338,3.0,66000.0,0.0,1425000.0,1.0,0.0,0.0,0
339,8.0,75000.0,0.0,1375000.0,1.0,0.0,0.0,0
340,5.0,71000.0,0.0,1275000.0,1.0,0.0,0.0,0
341,13.0,51000.0,1.0,1350000.0,0.0,0.0,1.0,0
342,9.0,75000.0,1.0,310000.0,1.0,0.0,0.0,0
343,6.0,39500.0,0.0,545000.0,0.0,0.0,1.0,0
344,6.0,120000.0,0.0,800000.0,1.0,0.0,0.0,0
345,8.0,71010.5149346962,1.0,860000.0,0.0,0.0,1.0,0
346,12.0,68900.0,1.0,555000.0,1.0,0.0,0.0,0
347,7.0,68000.0,0.0,3090000.0,1.0,0.0,0.0,1
348,9.0,80000.0,1.0,465000.0,1.0,0.0,0.0,0
349,5.0,62000.0,0.0,360000.0,1.0,0.0,0.0,0
350,2.0,55000.0,0.0,1250000.0,1.0,0.0,0.0,0
351,9.0,60000.0,1.0,460000.0,0.0,0.0,1.0,0
352,7.0,34000.0,0.0,1395000.0,1.0,0.0,0.0,0
353,7.0,49000.0,0.0,1151111.0,0.0,0.0,1.0,0
354,8.0,36000.0,1.0,450000.0,0.0,0.0,1.0,0
355,8.0,85000.0,1.0,320000.0,1.0,0.0,0.0,0
356,1.0,35000.0,1.0,1050000.0,1.0,0.0,0.0,0
357,9.0,160000.0,1.0,275000.0,1.0,0.0,0.0,0
358,14.0,141000.0,1.0,330000.0,0.0,0.0,1.0,0
359,12.0,23100.0,1.0,4795000.0,0.0,0.0,1.0,1
360,10.0,100000.0,0.0,950000.0,1.0,0.0,0.0,0
361,8.0,88000.0,1.0,860000.0,1.0,0.0,0.0,0
362,1.0,5100.0,0.0,8900000.0,0.0,0.0,1.0,1
363,7.0,76000.0,1.0,480000.0,0.0,0.0,1.0,0
364,5.0,50000.0,1.0,4000000.0,1.0,0.0,0.0,1
365,10.0,48000.0,0.0,1745000.0,0.0,0.0,1.0,0
366,0.0,16666.0,0.0,2599999.0,0.0,0.0,1.0,1
367,2.0,38917.0,0.0,1225000.0,0.0,0.0,1.0,0
368,8.0,55000.0,0.0,655000.0,0.0,0.0,1.0,0
369,9.0,84000.0,1.0,500000.0,0.0,0.0,1.0,0
370,10.0,120000.0,1.0,550000.0,0.0,0.0,1.0,0
371,2.0,8638.0,0.0,1150000.0,1.0,0.0,0.0,0
372,11.0,62000.0,1.0,350000.0,1.0,0.0,0.0,0
373,10.0,86131.0,1.0,300000.0,1.0,0.0,0.0,0
374,3.0,29000.0,0.0,765000.0,0.0,0.0,1.0,0
375,0.0,260.0,0.0,1495000.0,1.0,0.0,0.0,0
376,1.0,15120.0,0.0,1550000.0,1.0,0.0,0.0,0
377,3.0,21000.0,1.0,535000.0,0.0,0.0,1.0,0
378,2.0,11000.0,0.0,1850000.0,1.0,0.0,0.0,0
379,7.0,63000.0,0.0,750000.0,0.0,0.0,1.0,0
380,3.0,41189.0,0.0,1225000.0,0.0,0.0,1.0,0
381,2.0,20000.0,0.0,1945000.0,1.0,0.0,0.0,0
382,13.0,64000.0,1.0,975000.0,1.0,0.0,0.0,0
383,4.0,62500.0,0.0,945000.0,1.0,0.0,0.0,0
384,12.0,121000.0,0.0,400000.0,0.0,0.0,1.0,0
385,6.0,38000.0,1.0,480000.0,0.0,0.0,1.0,0
386,3.0,30000.0,0.0,1540000.0,1.0,0.0,0.0,0
387,14.0,130000.0,1.0,260000.0,1.0,0.0,0.0,0
388,3.0,71000.0,0.0,475000.0,1.0,0.0,0.0,0
389,1.0,4800.0,1.0,1950000.0,1.0,0.0,0.0,0
390,7.0,59000.0,0.0,515000.0,0.0,0.0,1.0,0
391,13.0,75875.0,1.0,295000.0,0.0,0.0,1.0,0
392,4.0,109000.0,0.0,975000.0,1.0,0.0,0.0,0
393,18.0,92000.0,1.0,500000.0,1.0,0.0,0.0,0
394,10.0,41000.0,1.0,2525000.0,0.0,0.0,1.0,1
395,2.0,76000.0,0.0,1000000.0,0.0,0.0,1.0,0
396,4.0,12000.0,0.0,4450000.0,0.0,0.0,1.0,1
397,8.0,81982.0,0.0,695000.0,1.0,0.0,0.0,0
398,14.0,51258.0,0.0,199000.0,0.0,0.0,1.0,0
399,7.0,59000.0,0.0,850000.0,0.0,0.0,1.0,0
400,6.0,39000.0,1.0,5950000.0,0.0,0.0,1.0,1
